"Train_No","Train_Name","Source_Station_Name","Destination_Station_Name","days"
"98186","PL174","PANVEL","CST-MUMBAI","Friday"
"98187","PLVD23","MUMBAI VADALA ROAD","PANVEL","Wednesday"
"98188","PL176","PANVEL","CST-MUMBAI","Friday"
"98189","PL 161","CST-MUMBAI","PANVEL","Thursday"
"98190","PL178","PANVEL","CST-MUMBAI","Sunday"
"98191","PL 163","CST-MUMBAI","PANVEL","Sunday"
"98192","PL180","PANVEL","CST-MUMBAI","Thursday"
"98193","PL 165","CST-MUMBAI","PANVEL","Thursday"
"98194","PL182","PANVEL","CST-MUMBAI","Thursday"
"98195","PL 167","CST-MUMBAI","PANVEL","Monday"
"98196","BRPL4","PANVEL","BELAPUR C.B.D","Saturday"
"98197","PL 169","CST-MUMBAI","PANVEL","Wednesday"
"98198","PL184","PANVEL","CST-MUMBAI","Friday"
"98199","PL 171","CST-MUMBAI","PANVEL","Saturday"
"98200","VPL4","PANVEL","VASHI","Saturday"
"98201","PL 173","CST-MUMBAI","PANVEL","Sunday"
"98202","PL186","PANVEL","CST-MUMBAI","Saturday"
"98203","PL175","CST-MUMBAI","PANVEL","Tuesday"
"98204","PL188","PANVEL","CST-MUMBAI","Sunday"
"98205","PL 177","CST-MUMBAI","PANVEL","Tuesday"
"98207","PL 179","CST-MUMBAI","PANVEL","Sunday"
"98208","BRPL2","PANVEL","BELAPUR C.B.D","Tuesday"
"98209","PL 181","CST-MUMBAI","PANVEL","Thursday"
"98211","PL 183","CST-MUMBAI","PANVEL","Thursday"
"98213","PL185","CST-MUMBAI","PANVEL","Wednesday"
"98214","BRPL6","PANVEL","BELAPUR C.B.D","Wednesday"
"98215","PL187","CST-MUMBAI","PANVEL","Sunday"
"98300","BR2","BELAPUR C.B.D","CST-MUMBAI","Wednesday"
"98301","BR1","CST-MUMBAI","BELAPUR C.B.D","Sunday"
"98302","BR4","BELAPUR C.B.D","CST-MUMBAI","Monday"
"98303","BR3","CST-MUMBAI","BELAPUR C.B.D","Tuesday"
"98304","BR6","BELAPUR C.B.D","CST-MUMBAI","Monday"
"98305","BR5","CST-MUMBAI","BELAPUR C.B.D","Wednesday"
"98306","BR8","BELAPUR C.B.D","CST-MUMBAI","Sunday"
"98307","BR7","CST-MUMBAI","BELAPUR C.B.D","Thursday"
"98308","BR10","BELAPUR C.B.D","CST-MUMBAI","Wednesday"
"98309","BRVD1","MUMBAI VADALA ROAD","BELAPUR C.B.D","Monday"
"98310","BR12","BELAPUR C.B.D","CST-MUMBAI","Tuesday"
"98311","BR9","CST-MUMBAI","BELAPUR C.B.D","Monday"
"98312","BR14","BELAPUR C.B.D","CST-MUMBAI","Saturday"
"98313","BR 11","CST-MUMBAI","BELAPUR C.B.D","Sunday"
"98314","BR16","BELAPUR C.B.D","CST-MUMBAI","Saturday"
"98315","BR 13","CST-MUMBAI","BELAPUR C.B.D","Wednesday"
"98316","BR18","BELAPUR C.B.D","CST-MUMBAI","Wednesday"
"98317","BR 15","CST-MUMBAI","BELAPUR C.B.D","Sunday"
"98318","BR20","BELAPUR C.B.D","CST-MUMBAI","Wednesday"
"98319","BR17","CST-MUMBAI","BELAPUR C.B.D","Monday"
"98320","BR22","BELAPUR C.B.D","CST-MUMBAI","Wednesday"
"98321","BRVD3","MUMBAI VADALA ROAD","BELAPUR C.B.D","Wednesday"
"98322","BR24","BELAPUR C.B.D","CST-MUMBAI","Sunday"
"98323","BR19","CST-MUMBAI","BELAPUR C.B.D","Wednesday"
"98324","BR26","BELAPUR C.B.D","CST-MUMBAI","Thursday"
"98325","BR21","CST-MUMBAI","BELAPUR C.B.D","Tuesday"
"98326","BR28","BELAPUR C.B.D","CST-MUMBAI","Monday"
"98327","BR23","CST-MUMBAI","BELAPUR C.B.D","Wednesday"
"98328","BR30","BELAPUR C.B.D","CST-MUMBAI","Wednesday"
"98329","BRVD5","MUMBAI VADALA ROAD","BELAPUR C.B.D","Monday"
"98330","BR32","BELAPUR C.B.D","CST-MUMBAI","Sunday"
"98331","BR25","CST-MUMBAI","BELAPUR C.B.D","Friday"
"98332","BR34","BELAPUR C.B.D","CST-MUMBAI","Tuesday"
"98333","BR 27","CST-MUMBAI","BELAPUR C.B.D","Thursday"
"98334","BRVD2","BELAPUR C.B.D","MUMBAI VADALA ROAD","Monday"
"98335","BR 29","CST-MUMBAI","BELAPUR C.B.D","Monday"
"98336","BR36","BELAPUR C.B.D","CST-MUMBAI","Sunday"
"98337","BR 31","CST-MUMBAI","BELAPUR C.B.D","Monday"
"98338","BRVD4","BELAPUR C.B.D","MUMBAI VADALA ROAD","Saturday"
"98339","BR33","CST-MUMBAI","BELAPUR C.B.D","Wednesday"
"98340","BRVD6","BELAPUR C.B.D","MUMBAI VADALA ROAD","Saturday"
"98341","BR 35","CST-MUMBAI","BELAPUR C.B.D","Thursday"
"98342","BR38","BELAPUR C.B.D","CST-MUMBAI","Wednesday"
"98343","BR 37","CST-MUMBAI","BELAPUR C.B.D","Monday"
"98344","BR40","BELAPUR C.B.D","CST-MUMBAI","Thursday"
"98345","BR 39","CST-MUMBAI","BELAPUR C.B.D","Tuesday"
"98346","BR42","BELAPUR C.B.D","CST-MUMBAI","Thursday"
"98347","BR 41","CST-MUMBAI","BELAPUR C.B.D","Saturday"
"98348","BR44","BELAPUR C.B.D","CST-MUMBAI","Tuesday"
"98349","BR 43","CST-MUMBAI","BELAPUR C.B.D","Monday"
"98350","BR46","BELAPUR C.B.D","CST-MUMBAI","Friday"
"98351","BR 45","CST-MUMBAI","BELAPUR C.B.D","Saturday"
"98352","BR48","BELAPUR C.B.D","CST-MUMBAI","Saturday"
"98353","BR 47","CST-MUMBAI","BELAPUR C.B.D","Thursday"
"98354","BR50","BELAPUR C.B.D","CST-MUMBAI","Tuesday"
"98355","BRVD7","MUMBAI VADALA ROAD","BELAPUR C.B.D","Tuesday"
"98356","BR52","BELAPUR C.B.D","CST-MUMBAI","Saturday"
"98357","BR49","CST-MUMBAI","BELAPUR C.B.D","Saturday"
"98358","BR54","BELAPUR C.B.D","CST-MUMBAI","Wednesday"
"98359","BR51","CST-MUMBAI","BELAPUR C.B.D","Thursday"
"98360","BR56","BELAPUR C.B.D","CST-MUMBAI","Thursday"
"98361","BR 53","CST-MUMBAI","BELAPUR C.B.D","Wednesday"
"98362","BR58","BELAPUR C.B.D","CST-MUMBAI","Wednesday"
"98363","BR 55","CST-MUMBAI","BELAPUR C.B.D","Wednesday"
"98364","BRVD8","BELAPUR C.B.D","MUMBAI VADALA ROAD","Thursday"
"98365","BR 57","CST-MUMBAI","BELAPUR C.B.D","Sunday"
"98366","BR60","BELAPUR C.B.D","CST-MUMBAI","Saturday"
"98367","BRVD9","MUMBAI VADALA ROAD","BELAPUR C.B.D","Wednesday"
"98368","BR62","BELAPUR C.B.D","CST-MUMBAI","Saturday"
"98369","BR59","CST-MUMBAI","BELAPUR C.B.D","Wednesday"
"98370","BR64","BELAPUR C.B.D","CST-MUMBAI","Wednesday"
"98371","BR61","CST-MUMBAI","BELAPUR C.B.D","Monday"
"98372","BR66","BELAPUR C.B.D","CST-MUMBAI","Tuesday"
"98373","BR 63","CST-MUMBAI","BELAPUR C.B.D","Wednesday"
"98374","BR68","BELAPUR C.B.D","CST-MUMBAI","Monday"
"98375","BR 65","CST-MUMBAI","BELAPUR C.B.D","Thursday"
"98376","BR70","BELAPUR C.B.D","CST-MUMBAI","Thursday"
"98377","BR 67","CST-MUMBAI","BELAPUR C.B.D","Monday"
"98378","BR72","BELAPUR C.B.D","CST-MUMBAI","Monday"
"98379","BR 69","CST-MUMBAI","BELAPUR C.B.D","Friday"
"98380","BR74","BELAPUR C.B.D","CST-MUMBAI","Friday"
"98381","BR 71","CST-MUMBAI","BELAPUR C.B.D","Saturday"
"98382","BR76","BELAPUR C.B.D","CST-MUMBAI","Monday"
"98384","BRVD10","BELAPUR C.B.D","MUMBAI VADALA ROAD","Saturday"
"98386","BR78","BELAPUR C.B.D","CST-MUMBAI","Sunday"
"98388","BR80","BELAPUR C.B.D","CST-MUMBAI","Monday"
"98390","BR82","BELAPUR C.B.D","CST-MUMBAI","Friday"
"98392","BR84","BELAPUR C.B.D","CST-MUMBAI","Friday"
"98394","BR86","BELAPUR C.B.D","CST-MUMBAI","Monday"
"98500","V2","VASHI","CST-MUMBAI","Thursday"
"98501","V 1","CST-MUMBAI","VASHI","Friday"
"98502","V4","VASHI","CST-MUMBAI","Saturday"
"98503","V 3","CST-MUMBAI","VASHI","Saturday"
"98504","V6","VASHI","CST-MUMBAI","Thursday"
"98505","V 5","CST-MUMBAI","VASHI","Thursday"
"98506","V8","VASHI","CST-MUMBAI","Monday"
"98507","VVD1","MUMBAI VADALA ROAD","VASHI","Saturday"
"98508","V10","VASHI","CST-MUMBAI","Sunday"
"98509","V7","CST-MUMBAI","VASHI","Wednesday"
"98510","V12","VASHI","CST-MUMBAI","Wednesday"
"98511","V9","CST-MUMBAI","VASHI","Friday"
"98512","V14","VASHI","CST-MUMBAI","Thursday"
"98513","V11","CST-MUMBAI","VASHI","Saturday"
"98514","VVD2","VASHI","MUMBAI VADALA ROAD","Thursday"
"98515","V13","CST-MUMBAI","VASHI","Monday"
"98516","V16","VASHI","CST-MUMBAI","Tuesday"
"98517","V15","CST-MUMBAI","VASHI","Sunday"
"98518","V18","VASHI","CST-MUMBAI","Monday"
"98519","V17","CST-MUMBAI","VASHI","Thursday"
"98520","V20","VASHI","CST-MUMBAI","Friday"
"98521","V19","CST-MUMBAI","VASHI","Saturday"
"98522","V22","VASHI","CST-MUMBAI","Friday"
"98523","V 21","CST-MUMBAI","VASHI","Friday"
"98524","V24","VASHI","CST-MUMBAI","Monday"
"98525","V23","CST-MUMBAI","VASHI","Wednesday"
"98526","V26","VASHI","CST-MUMBAI","Friday"
"98527","VVD3","MUMBAI VADALA ROAD","VASHI","Saturday"
"98528","V28","VASHI","CST-MUMBAI","Tuesday"
"98529","V 25","CST-MUMBAI","VASHI","Friday"
"98530","V30","VASHI","CST-MUMBAI","Thursday"
"98531","V27","CST-MUMBAI","VASHI","Thursday"
"98532","V32","VASHI","CST-MUMBAI","Saturday"
"98533","V 29","CST-MUMBAI","VASHI","Tuesday"
"98535","V 31","CST-MUMBAI","VASHI","Wednesday"
"98537","V 33","CST-MUMBAI","VASHI","Friday"
"98538","VVD4","VASHI","MUMBAI VADALA ROAD","Wednesday"
"98539","V35","CST-MUMBAI","VASHI","Saturday"
"98540","V34","VASHI","CST-MUMBAI","Monday"
"98541","V 37","CST-MUMBAI","VASHI","Sunday"
"98543","V 39","CST-MUMBAI","VASHI","Thursday"
"98544","V36","VASHI","CST-MUMBAI","Sunday"
"98545","V 41","CST-MUMBAI","VASHI","Tuesday"
"98546","VVD6","VASHI","MUMBAI VADALA ROAD","Monday"
"98547","V 43","CST-MUMBAI","VASHI","Wednesday"
"98548","V38","VASHI","CST-MUMBAI","Monday"
"98549","V 45","CST-MUMBAI","VASHI","Wednesday"
"98550","V40","VASHI","CST-MUMBAI","Wednesday"
"98551","V 47","CST-MUMBAI","VASHI","Wednesday"
"98552","V42","VASHI","CST-MUMBAI","Wednesday"
"98553","V 49","CST-MUMBAI","VASHI","Sunday"
"98554","V44","VASHI","CST-MUMBAI","Sunday"
"98555","V 51","CST-MUMBAI","VASHI","Friday"
"98556","V46","VASHI","CST-MUMBAI","Sunday"
"98557","V 53","CST-MUMBAI","VASHI","Monday"
"98558","VVD8","VASHI","MUMBAI VADALA ROAD","Saturday"
"98559","V 55","CST-MUMBAI","VASHI","Wednesday"
"98560","V48","VASHI","CST-MUMBAI","Monday"
"98561","V 57","CST-MUMBAI","VASHI","Wednesday"
"98562","VVD10","VASHI","MUMBAI VADALA ROAD","Monday"
"98563","V 59","CST-MUMBAI","VASHI","Friday"
"98564","V50","VASHI","CST-MUMBAI","Tuesday"
"98565","V 61","CST-MUMBAI","VASHI","Sunday"
"98566","V52","VASHI","CST-MUMBAI","Tuesday"
"98567","V 63","CST-MUMBAI","VASHI","Friday"
"98568","V54","VASHI","CST-MUMBAI","Saturday"
"98569","V 65","CST-MUMBAI","VASHI","Saturday"
"98570","VVD12","VASHI","MUMBAI VADALA ROAD","Friday"
"98571","V67","CST-MUMBAI","VASHI","Saturday"
"98572","V56","VASHI","CST-MUMBAI","Friday"
"98573","V 69","CST-MUMBAI","VASHI","Tuesday"
"98574","V58","VASHI","CST-MUMBAI","Wednesday"
"98575","V71","CST-MUMBAI","VASHI","Monday"
"98576","V60","VASHI","CST-MUMBAI","Sunday"
"98577","V73","CST-MUMBAI","VASHI","Sunday"
"98578","VVD14","VASHI","MUMBAI VADALA ROAD","Thursday"
"98580","VVD16","VASHI","MUMBAI VADALA ROAD","Sunday"
"98600","M2","MANKHURD","CST-MUMBAI","Monday"
"98601","M 1","CST-MUMBAI","MANKHURD","Monday"
"98602","M4","MANKHURD","CST-MUMBAI","Sunday"
"98603","M 3","CST-MUMBAI","MANKHURD","Saturday"
"98604","CM2","CHEMBUR","CST-MUMBAI","Tuesday"
"98605","CM1","CST-MUMBAI","CHEMBUR","Thursday"
"98700","AD2","RAVLI JN","CST-MUMBAI","Sunday"
"98701","AD1","CST-MUMBAI","RAVLI JN","Thursday"
"98702","AD4","RAVLI JN","CST-MUMBAI","Saturday"
"98703","AD3","CST-MUMBAI","RAVLI JN","Tuesday"
"98704","AD6","RAVLI JN","CST-MUMBAI","Friday"
"98705","AD5","CST-MUMBAI","RAVLI JN","Tuesday"
"98706","AD8","RAVLI JN","CST-MUMBAI","Monday"
"98707","AD7","CST-MUMBAI","RAVLI JN","Saturday"
"98708","AD10","RAVLI JN","CST-MUMBAI","Saturday"
"98709","AD9","CST-MUMBAI","RAVLI JN","Friday"
"98710","AD12","RAVLI JN","CST-MUMBAI","Friday"
"98711","AD11","CST-MUMBAI","RAVLI JN","Thursday"
"98712","AD14","RAVLI JN","CST-MUMBAI","Monday"
"98713","AD13","CST-MUMBAI","RAVLI JN","Friday"
"98714","AD16","RAVLI JN","CST-MUMBAI","Thursday"
"98715","AD 15","CST-MUMBAI","RAVLI JN","Thursday"
"98716","AD18","RAVLI JN","CST-MUMBAI","Friday"
"98717","AD 17","CST-MUMBAI","RAVLI JN","Thursday"
"98718","AD20","RAVLI JN","CST-MUMBAI","Thursday"
"98719","AD 19","CST-MUMBAI","RAVLI JN","Saturday"
"98720","AD22","RAVLI JN","CST-MUMBAI","Saturday"
"98721","AD21","CST-MUMBAI","RAVLI JN","Monday"
"98722","AD24","RAVLI JN","CST-MUMBAI","Monday"
"98723","AD23","CST-MUMBAI","RAVLI JN","Friday"
"98724","AD26","RAVLI JN","CST-MUMBAI","Saturday"
"98725","AD25","CST-MUMBAI","RAVLI JN","Friday"
"98726","AD28","RAVLI JN","CST-MUMBAI","Wednesday"
"98727","AD27","CST-MUMBAI","RAVLI JN","Wednesday"
"98728","AD30","RAVLI JN","CST-MUMBAI","Monday"
"98729","AD29","CST-MUMBAI","RAVLI JN","Friday"
"98730","AD32","RAVLI JN","CST-MUMBAI","Thursday"
"98731","AD 31","CST-MUMBAI","RAVLI JN","Saturday"
"98732","AD34","RAVLI JN","CST-MUMBAI","Wednesday"
"98733","AD 33","CST-MUMBAI","RAVLI JN","Saturday"
"98734","AD36","RAVLI JN","CST-MUMBAI","Sunday"
"98735","AD 35","CST-MUMBAI","RAVLI JN","Friday"
"98736","AD38","RAVLI JN","CST-MUMBAI","Sunday"
"98737","AD 37","CST-MUMBAI","RAVLI JN","Wednesday"
"98738","AD40","RAVLI JN","CST-MUMBAI","Wednesday"
"98739","AD 39","CST-MUMBAI","RAVLI JN","Tuesday"
"98740","AD42","RAVLI JN","CST-MUMBAI","Friday"
"98741","AD 41","CST-MUMBAI","RAVLI JN","Saturday"
"98742","AD44","RAVLI JN","CST-MUMBAI","Friday"
"98743","AD 43","CST-MUMBAI","RAVLI JN","Friday"
"98744","AD46","RAVLI JN","CST-MUMBAI","Wednesday"
"98745","AD 45","CST-MUMBAI","RAVLI JN","Saturday"
"98746","AD48","RAVLI JN","CST-MUMBAI","Saturday"
"98747","AD 47","CST-MUMBAI","RAVLI JN","Thursday"
"98748","AD50","RAVLI JN","CST-MUMBAI","Thursday"
"98749","AD 49","CST-MUMBAI","RAVLI JN","Sunday"
"98750","AD52","RAVLI JN","CST-MUMBAI","Friday"
"98751","AD 51","CST-MUMBAI","RAVLI JN","Thursday"
"98752","AD54","RAVLI JN","CST-MUMBAI","Wednesday"
"98753","AD 53","CST-MUMBAI","RAVLI JN","Monday"
"98754","AD56","RAVLI JN","CST-MUMBAI","Friday"
"98755","AD 55","CST-MUMBAI","RAVLI JN","Sunday"
"98756","AD58","RAVLI JN","CST-MUMBAI","Tuesday"
"98757","AD 57","CST-MUMBAI","RAVLI JN","Friday"
"98758","AD60","RAVLI JN","CST-MUMBAI","Monday"
"98759","AD 59","CST-MUMBAI","RAVLI JN","Tuesday"
"98760","AD62","RAVLI JN","CST-MUMBAI","Sunday"
"98761","AD 61","CST-MUMBAI","RAVLI JN","Tuesday"
"98762","AD64","RAVLI JN","CST-MUMBAI","Friday"
"98763","AD 63","CST-MUMBAI","RAVLI JN","Saturday"
"98764","AD66","RAVLI JN","CST-MUMBAI","Friday"
"98765","AD65","CST-MUMBAI","RAVLI JN","Thursday"
"98766","AD68","RAVLI JN","CST-MUMBAI","Monday"
"98767","AD 67","CST-MUMBAI","RAVLI JN","Thursday"
"98768","AD70","RAVLI JN","CST-MUMBAI","Wednesday"
"98769","AD69","CST-MUMBAI","RAVLI JN","Thursday"
"98770","AD72","RAVLI JN","CST-MUMBAI","Monday"
"98771","AD 71","CST-MUMBAI","RAVLI JN","Wednesday"
"98772","AD74","RAVLI JN","CST-MUMBAI","Wednesday"
"98773","AD 73","CST-MUMBAI","RAVLI JN","Saturday"
"98774","AD76","RAVLI JN","CST-MUMBAI","Wednesday"
"98775","AD 75","CST-MUMBAI","RAVLI JN","Wednesday"
"98776","AD78","RAVLI JN","CST-MUMBAI","Thursday"
"98777","AD 77","CST-MUMBAI","RAVLI JN","Friday"
"98778","AD80","RAVLI JN","CST-MUMBAI","Monday"
"98779","AD 79","CST-MUMBAI","RAVLI JN","Monday"
"98780","AD82","RAVLI JN","CST-MUMBAI","Monday"
"98781","AD 81","CST-MUMBAI","RAVLI JN","Tuesday"
"98782","AD84","RAVLI JN","CST-MUMBAI","Friday"
"98783","AD 83","CST-MUMBAI","RAVLI JN","Sunday"
"98784","AD86","RAVLI JN","CST-MUMBAI","Sunday"
"98785","AD 85","CST-MUMBAI","RAVLI JN","Sunday"
"98800","B2","RAVLI JN","CST-MUMBAI","Sunday"
"98801","B1","CST-MUMBAI","RAVLI JN","Saturday"
"98802","B4","RAVLI JN","CST-MUMBAI","Friday"
"98803","B3","CST-MUMBAI","RAVLI JN","Friday"
"98804","B6","RAVLI JN","CST-MUMBAI","Thursday"
"98805","B5","CST-MUMBAI","RAVLI JN","Saturday"
"98806","B8","RAVLI JN","CST-MUMBAI","Monday"
"98807","B7","CST-MUMBAI","RAVLI JN","Monday"
"98808","B10","RAVLI JN","CST-MUMBAI","Thursday"
"98809","B9","CST-MUMBAI","RAVLI JN","Monday"
"98810","B12","RAVLI JN","CST-MUMBAI","Thursday"
"98811","B11","CST-MUMBAI","RAVLI JN","Sunday"
"98812","B14","RAVLI JN","CST-MUMBAI","Thursday"
"98813","B13","CST-MUMBAI","RAVLI JN","Saturday"
"98814","B16","RAVLI JN","CST-MUMBAI","Friday"
"98815","B 15","CST-MUMBAI","RAVLI JN","Tuesday"
"98816","B18","RAVLI JN","CST-MUMBAI","Saturday"
"98817","B17","CST-MUMBAI","RAVLI JN","Sunday"
"98818","B20","RAVLI JN","CST-MUMBAI","Friday"
"98819","B19","CST-MUMBAI","RAVLI JN","Saturday"
"98820","B22","RAVLI JN","CST-MUMBAI","Monday"
"98821","B 21","CST-MUMBAI","RAVLI JN","Friday"
"98822","B24","RAVLI JN","CST-MUMBAI","Sunday"
"98823","B 23","CST-MUMBAI","RAVLI JN","Sunday"
"98824","B26","RAVLI JN","CST-MUMBAI","Tuesday"
"98825","B25","CST-MUMBAI","RAVLI JN","Saturday"
"98826","B28","RAVLI JN","CST-MUMBAI","Wednesday"
"98827","B27","CST-MUMBAI","RAVLI JN","Saturday"
"98828","B30","RAVLI JN","CST-MUMBAI","Sunday"
"98829","B29","CST-MUMBAI","RAVLI JN","Monday"
"98830","B32","RAVLI JN","CST-MUMBAI","Sunday"
"98831","B31","CST-MUMBAI","RAVLI JN","Tuesday"
"98832","B34","RAVLI JN","CST-MUMBAI","Saturday"
"98833","B 33","CST-MUMBAI","RAVLI JN","Saturday"
"98834","B36","RAVLI JN","CST-MUMBAI","Wednesday"
"98835","BA 35","CST-MUMBAI","RAVLI JN","Friday"
"98836","B38","RAVLI JN","CST-MUMBAI","Tuesday"
"98837","BA 37","CST-MUMBAI","RAVLI JN","Tuesday"
"98838","B40","RAVLI JN","CST-MUMBAI","Tuesday"
"98839","B 39","CST-MUMBAI","RAVLI JN","Monday"
"98840","B42","RAVLI JN","CST-MUMBAI","Tuesday"
"98841","B 41","CST-MUMBAI","RAVLI JN","Wednesday"
"98842","B44","RAVLI JN","CST-MUMBAI","Sunday"
"98843","B 43","CST-MUMBAI","RAVLI JN","Friday"
"98844","B46","RAVLI JN","CST-MUMBAI","Tuesday"
"98845","B 45","CST-MUMBAI","RAVLI JN","Saturday"
"98846","B48","RAVLI JN","CST-MUMBAI","Wednesday"
"98847","B47","CST-MUMBAI","RAVLI JN","Tuesday"
"98848","B50","RAVLI JN","CST-MUMBAI","Monday"
"98849","B 49","CST-MUMBAI","RAVLI JN","Monday"
"98850","B52","RAVLI JN","CST-MUMBAI","Thursday"
"98851","B 51","CST-MUMBAI","RAVLI JN","Friday"
"98852","B54","RAVLI JN","CST-MUMBAI","Thursday"
"98853","B 53","CST-MUMBAI","RAVLI JN","Wednesday"
"98854","B56","RAVLI JN","CST-MUMBAI","Tuesday"
"98855","B 55","CST-MUMBAI","RAVLI JN","Monday"
"98856","B58","RAVLI JN","CST-MUMBAI","Friday"
"98857","B 57","CST-MUMBAI","RAVLI JN","Saturday"
"98858","B60","RAVLI JN","CST-MUMBAI","Friday"
"98859","B59","CST-MUMBAI","RAVLI JN","Thursday"
"98860","B62","RAVLI JN","CST-MUMBAI","Monday"
"98861","B61","CST-MUMBAI","RAVLI JN","Saturday"
"98862","B64","RAVLI JN","CST-MUMBAI","Wednesday"
"98863","B63","CST-MUMBAI","RAVLI JN","Wednesday"
"98864","B66","RAVLI JN","CST-MUMBAI","Sunday"
"98865","B 65","CST-MUMBAI","RAVLI JN","Wednesday"
"98866","B68","RAVLI JN","CST-MUMBAI","Saturday"
"98867","BA 67","CST-MUMBAI","RAVLI JN","Saturday"
"98868","B70","RAVLI JN","CST-MUMBAI","Monday"
"98869","B69","CST-MUMBAI","RAVLI JN","Wednesday"
"98870","B72","RAVLI JN","CST-MUMBAI","Monday"
"98871","BA 71","CST-MUMBAI","RAVLI JN","Thursday"
"98872","B74","RAVLI JN","CST-MUMBAI","Tuesday"
"98873","B 73","CST-MUMBAI","RAVLI JN","Tuesday"
"98874","B76","RAVLI JN","CST-MUMBAI","Saturday"
"98875","B 75","CST-MUMBAI","RAVLI JN","Saturday"
"98876","B78","RAVLI JN","CST-MUMBAI","Tuesday"
"98877","B 77","CST-MUMBAI","RAVLI JN","Saturday"
"98878","B80","RAVLI JN","CST-MUMBAI","Saturday"
"98879","B 79","CST-MUMBAI","RAVLI JN","Tuesday"
"98880","B82","RAVLI JN","CST-MUMBAI","Saturday"
"98881","B 81","CST-MUMBAI","RAVLI JN","Friday"
"98882","B84","RAVLI JN","CST-MUMBAI","Monday"
"98883","B 83","CST-MUMBAI","RAVLI JN","Wednesday"
"98884","B86","RAVLI JN","CST-MUMBAI","Tuesday"
"98885","B 85","CST-MUMBAI","RAVLI JN","Friday"
"98886","B 88","RAVLI JN","CST-MUMBAI","Wednesday"
"98887","B 87","CST-MUMBAI","RAVLI JN","Monday"
"98900","ADPL 2","RAVLI JN","PANVEL","Friday"
"98901","PLAD1","PANVEL","MUMBAI VADALA ROAD","Saturday"
"98902","ADPL4","RAVLI JN","PANVEL","Tuesday"
"98903","PLAD3","PANVEL","MUMBAI VADALA ROAD","Friday"
"98904","ADPL6","RAVLI JN","PANVEL","Wednesday"
"98905","PLAD5","PANVEL","MUMBAI VADALA ROAD","Wednesday"
"98906","AD PL 8","RAVLI JN","PANVEL","Wednesday"
"98907","PLAD 7","PANVEL","MUMBAI VADALA ROAD","Thursday"
"98908","AD PL 10","RAVLI JN","PANVEL","Friday"
"98909","PLAD9","PANVEL","MUMBAI VADALA ROAD","Wednesday"
"98910","ADPL12","RAVLI JN","PANVEL","Tuesday"
"98911","PLAD11","PANVEL","MUMBAI VADALA ROAD","Wednesday"
"98912","ADPL14","RAVLI JN","PANVEL","Saturday"
"98913","PLAD 13","PANVEL","RAVLI JN","Friday"
"98914","AD PL 16","RAVLI JN","PANVEL","Wednesday"
"98915","PLAD15","PANVEL","RAVLI JN","Sunday"
"98916","AD PL 18","RAVLI JN","PANVEL","Saturday"
"98917","PL AD 17","PANVEL","RAVLI JN","Sunday"
"99000","TPL2","PANVEL","THANE","Monday"
"99001","TPL1","THANE","PANVEL","Saturday"
"99002","TPL4","PANVEL","THANE","Saturday"
"99003","T PL3","THANE","PANVEL","Wednesday"
"99004","TPL6","PANVEL","THANE","Thursday"
"99005","T PL5","THANE","PANVEL","Monday"
"99006","TPL8","PANVEL","THANE","Tuesday"
"99007","TPL 7","THANE","PANVEL","Saturday"
"99008","TPL10","PANVEL","THANE","Saturday"
"99009","TPL 9 L/SPL","THANE","PANVEL","Wednesday"
"99010","TPL12","PANVEL","THANE","Friday"
"99011","TPL 11","THANE","PANVEL","Wednesday"
"99012","TPL14","PANVEL","THANE","Thursday"
"99013","T PL 13","THANE","PANVEL","Friday"
"99014","TPL16","PANVEL","THANE","Friday"
"99015","TPL 15","THANE","PANVEL","Monday"
"99016","TPL18","PANVEL","THANE","Tuesday"
"99017","TPL 17","THANE","PANVEL","Thursday"
"99018","TPL20","PANVEL","THANE","Sunday"
"99019","TPL 19","THANE","PANVEL","Tuesday"
"99020","TPL22","PANVEL","THANE","Sunday"
"99021","TPL 21","THANE","PANVEL","Monday"
"99022","TPL24","PANVEL","THANE","Monday"
"99023","TPL 23","THANE","PANVEL","Wednesday"
"99024","TPL26","PANVEL","THANE","Wednesday"
"99025","TPL 25","THANE","PANVEL","Sunday"
"99026","TPL28","PANVEL","THANE","Saturday"
"99027","TPL 27","THANE","PANVEL","Friday"
"99028","TPL30","PANVEL","THANE","Wednesday"
"99029","TPL 29","THANE","PANVEL","Friday"
"99030","TPL32","PANVEL","THANE","Saturday"
"99031","TPL 31","THANE","PANVEL","Thursday"
"99032","TPL34","PANVEL","THANE","Wednesday"
"99033","TPL 33","THANE","PANVEL","Tuesday"
"99034","TPL36","PANVEL","THANE","Sunday"
"99035","TPL 35","THANE","PANVEL","Wednesday"
"99036","TPL38","PANVEL","THANE","Thursday"
"99037","TPL 37","THANE","PANVEL","Monday"
"99038","TPL40","PANVEL","THANE","Saturday"
"99039","TPL39","THANE","PANVEL","Thursday"
"99040","TPL42","PANVEL","THANE","Wednesday"
"99041","TPL41","THANE","PANVEL","Monday"
"99042","TPL44","PANVEL","THANE","Saturday"
"99100","TBR2","BELAPUR C.B.D","THANE","Friday"
"99101","T BR 1","THANE","BELAPUR C.B.D","Friday"
"99102","TBR4","BELAPUR C.B.D","THANE","Friday"
"99103","TBR 3","THANE","BELAPUR C.B.D","Saturday"
"99104","TBR6","BELAPUR C.B.D","THANE","Tuesday"
